code,desc,example_problem,example_problem_url,example_problem_attribution,progressions,"Tasks Names","Tasks URLs","Assessment Item Names","Assessment Item URLs","Lessons Names","Lessons URLs","Assessment Items Names","Assessment Items URLs","Assessments Names","Assessments URLs","Prior Grade-Level Tasks Names","Prior Grade-Level Tasks URLs","Tasks  Names","Tasks  URLs",modeling,wap,md,traditional_course_frameworks_a1,traditional_course_frameworks_g,traditional_course_frameworks_a2,integrated_course_frameworks_m1,integrated_course_frameworks_m2,integrated_course_frameworks_m3,"Tasks Names","Tasks URLs"
5.G.A.1,"<p>Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate).</p>
","<h1>5.G Battle Ship Using Grid Paper</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<h3>Materials</h3>

<p>The students will need grid paper and colored pencils; some color for the ships and (for example) red for explosions on their ships and their enemy&rsquo;s ships. This is how they will keep track of what ordered pairs have been called.</p>

<h3>Setup</h3>

<p>Students begin by folding the grid paper in half. They need to draw coordinate axes on both the top half and the bottom half and label the $x$ and $y$ axes with the numbers 1&ndash;10 on each axis. The students will need to draw in 5 ships on ordered pairs and label the ordered pairs. They should draw:</p>

<ul>
	<li>Two ships that are sitting on 2 ordered pairs,</li>
	<li>One ship that is sitting on 3 ordered pairs,</li>
	<li>One ship that is sitting on 4 ordered pairs, and</li>
	<li>One ship sitting on 5 ordered pairs.</li>
</ul>

<p>Remind them the bottom half has their boats or (Navy) and the top half has their opponent&rsquo;s boats.</p>

<h3>Actions</h3>

<p>Students play in pairs sitting opposite each other and take turns calling out ordered pairs. Players should keep a list of the ordered pairs they call out written in $(x,y)$ form on a piece of paper that both players can see so there is no disagreement later on about what has been called (it is common for students to transpose the coordinates). Then they are to mark the ordered pair they call out on the top coordinate plane. They should mark in black if they missed and red if they hit their opponent&rsquo;s boat. On the bottom half of the grid paper they are to color black for the ordered pairs their opponent calls out and color red for the ordered pairs that hit their ship.</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>The students will be able to demonstrate understanding of ordered pairs by playing this game. The teacher can assess the students&rsquo; understanding through listening, watching, and checking the students&rsquo; work as they play with a partner. The partners will also make sure the other student is not cheating because you can reward the winner with a prize.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/008/769/original/public_task_489.pdf?1462392543,"Provided by Illustrative Mathematics","<p>Although students can often &ldquo;locate a point,&rdquo; these understandings are beyond simple skills. For example, initially, students often fail to distinguish between two different ways of viewing the point (2, 3), say, as instructions: &ldquo;right 2, up 3&rdquo;; and as the point defined by being a distance 2 from the y -axis and a distance 3 from the x -axis. In these two descriptions the 2 is first associated with the x -axis, then with the y -axis.</p>

<p>Please reference page 17&nbsp;in the Progression document.</p>
",,,"Smarter Balanced Assessment Item Illustrating 5.G.A.1",https://achievethecore.org/content/upload/5.G.A.1_SBAC.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
5.G.A.2,"<p>Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation.</p>
","<h1>5.G Meerkat Coordinate Plane Task</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Greetings from the Kalahari Desert in South Africa! In this activity, you will learn a lot about the Kalahari&rsquo;s most playful residents: meerkats.</p>

<ol>
	<li>The following ordered pairs show the height of a typical meerkat at different times during the first 20 months of life. Graph the corresponding points and see what you can discover about meerkats. Once you have graphed them all, connect the points in the order they are given to form a line graph. <img alt=""Meerkatcoordinates_de0b955c047f7c46a2c37b4ee7721273"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/003/052/max/Meerkatcoordinates_de0b955c047f7c46a2c37b4ee7721273.jpg?1393460635"" /> <img alt=""Meerkat_grid_954f2cbc9155808ec2fcfe3ff824cd66"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/002/674/max/Meerkat_Grid_954f2cbc9155808ec2fcfe3ff824cd66.jpg?1378872950"" /></li>
	<li>What does the point (0 months, 3 inches) mean for a typical meerkat&#39;s height?</li>
	<li>How tall do you think a typical meerkat gets? Why?</li>
	<li>At what age do meerkats reach their full height? How do you know from this graph?</li>
	<li>If this graph were about a human instead of a meerkat, at what age do you think the height would stop getting larger?</li>
</ol>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<ol>
	<li><img alt=""Meerkat_grid_2_7a639d9f8522d7476e765002e97b3007"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/002/675/max/Meerkat_Grid_2_7a639d9f8522d7476e765002e97b3007.jpg?1378873216"" /></li>
	<li>The point (0 inches, 3 months) means that when a meerkat is first born, it is typically 3 inches in height.</li>
	<li>The graph shows that meerkats grow to about 12 inches tall because none of the points given has a $y$ value greater than 12. It looks like the meerkat has stopped growing.</li>
	<li>Meerkats stop growing at about 14 months old. At that point, time continues to pass, but meerkats stay about 12 inches tall.</li>
	<li>Answers may vary, but most students will predict that humans usually stop growing at about 17 years old.</li>
</ol>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/307/original/public_task_1516.pdf?1462396042,"Provided by Illustrative Mathematics","<p>Students connect ordered pairs of (whole number) coordinates to points on the grid, so that these coordinate pairs constitute numerical objects and ultimately can be operated upon as single mathematical entities. Students solve mathematical and real-world problems using coordinates. For example, they plan to draw a symmetric figure using computer software in which students&rsquo; input coordinates that are then connected by line segments.</p>

<p>Please reference pages&nbsp;17-18 in the Progression document.</p>
",Lighthouse,https://achievethecore.org/content/upload/Gr%205.P.4%20Lighthouse_Final.pdf,,,,,"NWEA Assessment Item Illustrating 5.G.A.2;Smarter Balanced Assessment Item Illustrating 5.G.A.2",https://achievethecore.org/content/upload/5.G.A.2_NWEA.pdf;https://achievethecore.org/content/upload/SBAC_5.G.A.2.pdf,"Multi-Domain Application Mini-Assessment",https://achievethecore.org/page/2839/multi-domain-application-mini-assessment,,,,,0,1,0,0,0,0,0,0,0,Lighthouse,https://achievethecore.org/content/upload/Gr%205.P.4%20Lighthouse_Final.pdf
5.G.B.3,"<p>Understand that attributes belonging to a category of two- dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles.</p>
","<h1>5.G Always, Sometimes, Never</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>Decide whether each of these statements is always, sometimes, or never true. &nbsp;If it is sometimes true, draw and describe a figure for which the statement is true and another figure for which the statement is not true.</p>

<ol>
	<li>A rhombus is a square</li>
	<li>A triangle is a parallelogram</li>
	<li>A square is a parallelogram</li>
	<li>A&nbsp;square is a rhombus</li>
	<li>A parallelogram is a rectangle</li>
	<li>A trapezoid is a quadrilateral</li>
</ol>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>1. A rhombus is a square.</p>

<p>This is <em>sometimes</em> true. &nbsp;It is true when a rhombus has 4 right angles. &nbsp;It is not true when a rhombus does not have any right angles.</p>

<p>Here is an example when a rhombus is a square:</p>

<p><br />
<img alt="""" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/003/586/thumb/Square_e1588be266a035102fe84b292a5ac40d.png?1419281570"" /></p>

<p>Here is an example when a rhombus is <em>not</em> a square:</p>

<p><img alt="""" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/003/584/thumb/Rhombus_8ca45eeef54fd84435e89c69d401abc9.png?1419281524"" /></p>

<p>2. A triangle is a parallelogram.</p>

<p>This is <em>never</em> true. &nbsp;A triangle is a three-sided figure. &nbsp;A parallelogram is a four-sided figure with two sets of parallel sides.</p>

<p>3. A square is a parallelogram.</p>

<p>This is <em>always</em> true. &nbsp;Squares are quadrilaterals with 4 congruent sides and 4 right angles, and they also have two sets of parallel sides. Parallelograms are quadrilaterals with two sets of parallel sides. Since squares must be quadrilaterals with two sets of parallel sides, then all squares are parallelograms.</p>

<p>4. A&nbsp;square is a rhombus</p>

<p>This is <em>always</em>&nbsp;true. &nbsp;Squares are quadrilaterals with 4 congruent sides. &nbsp;Since rhombuses are quadrilaterals with 4 congruent sides, squares are by definition also rhombuses. &nbsp;</p>

<p>5. A parallelogram is a rectangle.</p>

<p>This is <em>sometimes</em> true. &nbsp;It is true when the parallelogram has 4 right angles. &nbsp;It is not true when a parallelogram has no right angles.</p>

<p>Here is an example when a parallelogram is a rectangle:</p>

<p><img alt="""" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/003/585/thumb/Rectangle_f594b78d3a134da8905aeb4abd4bb39f.png?1419281555"" /></p>

<p>Here is an example when a parallelogram is <em>not</em> a rectangle:</p>

<p><br />
<img alt="""" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/003/587/thumb/Parallelogram_37e4460bc3f2ab78bb5e927bbd1ba78c.png?1419281591"" /></p>

<p>6. A trapezoid is a quadrilateral.</p>

<p>This is <em>always</em> true. &nbsp;Trapezoids must have 4 sides, so they must always be quadrilaterals.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/503/original/public_task_1941.pdf?1462397316,"Provided by Illustrative Mathematics","<p><img alt="""" src=""https://achievethecore.org/content/upload/5.G.B.3.jpg"" /></p>

<p>Note that rhomboids are parallelograms that are not rhombuses or rectangles. This example uses the inclusive definition of trapezoid.</p>

<p>Please reference page 18&nbsp;in the Progression document.</p>
",,,"Smarter Balanced Assessment Item Illustrating 5.G.B.3",http://achievethecore.org/content/upload/5.G.B.3_SBAC.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
5.G.B.4,"<p>Classify two-dimensional figures in a hierarchy based on properties.</p>
","<h1>5.G What do these shapes have in Common?</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>The picture below is called a Venn Diagram. &nbsp;Each circle (A, B, and C) contain shapes that all share at least one characteristic. &nbsp;Some shapes are contained in more than one circle because they share more than one characteristic. &nbsp;For example, shape 3 fits the rule for circles A and B, but not circle C. &nbsp;It lies within circles A and B, but not circle C.&nbsp;</p>

<ol>
	<li>What are the characteristics shared by shapes within circle A? &nbsp;Within circle B? &nbsp;Within circle C? &nbsp;Double check to make sure that any shapes that have that characteristic are contained within the circle and any shapes that don&#39;t lie outside of the circle.</li>
</ol>

<p><br />
<img alt="""" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/003/662/max/Colored_venn_diagram_3b26271d6968b82ba82a7549fa9a175f.png?1427743604"" /></p>

<p>Characteristics of all shapes contained in Circle A:</p>

<p>Characteristics of all shapes contained in&nbsp;Circle B:</p>

<p>Characteristics of all shapes contained in&nbsp;Circle C:</p>

<p>&nbsp;</p>

<p>b. Where would you place a rectangle that does not have four sides of the same length? &nbsp;Why?</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<ol>
	<li>All shapes in circle A are triangles. All shapes in circle B have a right angle. All shapes in circle C have equal side-lengths.</li>
	<li>The rectangle without 4 equal side lengths must be placed in the circle for shapes with right angles. Since it does not have 4 sides with equal length and is not a triangle, it must not be in the overlapping section of other circles.</li>
</ol>

<p>&nbsp;</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/504/original/public_task_1943.pdf?1462397322,"Provided by Illustrative Mathematics","<p>Based on analysis of properties, [students] classify two-dimensional figures in hierarchies. For example, they conclude that all rectangles are parallelograms, because they are all quadrilaterals with two pairs of opposite, parallel, equal-length sides (MP3). In this way, they relate certain categories of shapes as subclasses of other categories. This leads to understanding propagation of properties; for example, students understand that squares possess all properties of rhombuses and of rectangles. Therefore, if they then show that rhombuses&rsquo; diagonals are perpendicular bisectors of one another, they infer that squares&rsquo; diagonals are perpendicular bisectors of one another as well.</p>

<p>Please reference page 18&nbsp;in the Progression document.</p>
",,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
5.MD.A.1,"<p>Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.</p>
","<h1>5.MD Minutes and Days</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>What time was it 2011 minutes after the beginning of January 1, 2011?</p>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<p>January 1, 2011 begins at 12:00 AM. To find the time 2011 minutes later will require changing units since time is told in hours and minutes. There are 60 minutes in an hour so to see how many hours there are in 2011 minutes we can perform the division problem $2011 \div 60$. Since $30 \times 60 = 1800$, we can write $$ 2011 = 30 \times 60 + 211. $$ Next, there are three groups of&nbsp;$60$ in&nbsp;$211$, with a remainder of 31 so we get $$ 2011 = 30 \times 60 + 3 \times 60 + 31. $$ Using the distributive property this last expression is equivalent to $$ 2011 = (30 + 3) \times 60 + 31. $$ So 2011 minutes is the same as 33 hours and 31 minutes. Now 33 hours is one day and an additional 9 hours so this means that 2011 minutes is one day, nine hours, and thirty-one minutes. So 2011 minutes after the beginning of 2011 it is January 2 and it is 9:31 AM.</p>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/008/990/original/public_task_878.pdf?1462393961,"Provided by Illustrative Mathematics","<p>In Grade 5, students extend their abilities from Grade 4 (4.MD.A.1) to express measurements in larger or smaller units within a measurement system. This is an excellent opportunity to reinforce notions of place value for whole numbers and decimals, and make connections between fractions and decimals (e.g., 2 1/2 meters can be expressed as 2.5 meters or 250 centimeters).&nbsp;</p>

<p>Please reference page 26&nbsp;in the Progression document</p>
","Converting Fractions of a Unit into a Smaller Unit",https://www.illustrativemathematics.org/content-standards/5/MD/A/1/tasks/293,,,,,"NWEA Assessment Item Illustrating 5.MD.A.1;Smarter Balanced Assessment Item Illustrating 5.MD.A.1",https://achievethecore.org/content/upload/5.MD.A.1_NWEA.pdf;http://achievethecore.org/content/upload/5.MD.A.1_SBAC.pdf,"Multi-Domain Application Mini-Assessment",https://achievethecore.org/page/2839/multi-domain-application-mini-assessment,,,,,0,1,0,0,0,0,0,0,0,"Converting Fractions of a Unit into a Smaller Unit",https://www.illustrativemathematics.org/content-standards/5/MD/A/1/tasks/293
5.MD.B.2,"<p>Make a line plot to display a data set of measurements in <a id=""A number expressible in the form a/b where a is a whole number and b is a positive whole number. (The word fraction in these standards always refers to a non-negative number.) See also: rational number."" name=""A number expressible in the form a/b where a is a whole number and b is a positive whole number. (The word fraction in these standards always refers to a non-negative number.) See also: rational number."">fractions</a> of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in <a id=""A method of visually displaying a distribution of data values where each data value is shown as a dot or mark above a number line. Also known as a dot plot."" name=""A method of visually displaying a distribution of data values where each data value is shown as a dot or mark above a number line. Also known as a dot plot."">line plots</a>. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.</p>
","<h1>5.NF Fractions on a Line Plot</h1>

<div class=""detail"">
<h2>Task</h2>

<p>&nbsp;</p>

<p>You and your partner will need fraction cards made from this set:</p>

<p><img alt=""S2_c825ed5ca2a6309aaf00050114f5af93"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/002/643/medium/S2_c825ed5ca2a6309aaf00050114f5af93.jpg?1377997072"" /></p>

<ol>
	<li>
	<p>Label the line-plot below with $\frac18$&#39;s. Cut out and divide the cards evenly between the two players, laying them face-down. Each partner will choose one of their face-down cards and turn it over. The team will then add their fractions together. For each turn, each team will record their sum on the line plot.</p>

	<p><img alt=""5_7218319249c86fd34acf147037606403"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/002/695/max/5_7218319249c86fd34acf147037606403.jpg?1379456742"" /></p>

	<p>Each team should have 12 data points marked on their line plot.</p>

	<p>&nbsp;</p>
	</li>
	<li>Look at the line plot. Which values came up the most? Which values did not come up?</li>
	<li>The tick marks on the number line correspond to eighths. Which of the eighths will never come up as a sum of two of these cards? Why?</li>
	<li>You want to improve the game so that it is possible for two fractions to sum to $\frac{7}{8}$. Name one fraction card that you could add to the deck and explain why your new card would now make it possible to have $\frac{7}{8}$ as a sum of two cards.</li>
</ol>
</div>

<div class=""detail"">
<h2>Attached Resources</h2>

<ul>
	<li><a href=""/tasks/1563/../../attached_resources/534/download"">Fraction Cards Master</a></li>
</ul>
</div>

<div class=""detail"">
<h2>Solution</h2>

<p>&nbsp;</p>

<ol>
	<li>
	<p>Before discussing the individual solutions, it is helpful to think about the possible outcomes in this task.</p>

	<p>&nbsp;</p>

	<table>
		<tbody>
			<tr>
				<th>Card 1</th>
				<th>Card 2</th>
				<th>Sum</th>
			</tr>
			<tr>
				<td>$\frac18$</td>
				<td>$\frac18$</td>
				<td>$\frac28$</td>
			</tr>
			<tr>
				<td>$\frac18$</td>
				<td>$\frac14$</td>
				<td>$\frac38$</td>
			</tr>
			<tr>
				<td>$\frac14$</td>
				<td>$\frac18$</td>
				<td>$\frac38$</td>
			</tr>
			<tr>
				<td>$\frac18$</td>
				<td>$\frac12$</td>
				<td>$\frac58$</td>
			</tr>
			<tr>
				<td>$\frac12$</td>
				<td>$\frac18$</td>
				<td>$\frac58$</td>
			</tr>
			<tr>
				<td>$\frac14$</td>
				<td>$\frac14$</td>
				<td>$\frac48$</td>
			</tr>
			<tr>
				<td>$\frac14$</td>
				<td>$\frac12$</td>
				<td>$\frac68$</td>
			</tr>
			<tr>
				<td>$\frac12$</td>
				<td>$\frac14$</td>
				<td>$\frac68$</td>
			</tr>
			<tr>
				<td>$\frac12$</td>
				<td>$\frac12$</td>
				<td>$\frac88$</td>
			</tr>
		</tbody>
	</table>

	<p>There should be 12 &ldquo;x&rdquo;s marked on the line plot and these &ldquo;x&rdquo;s should only be above the values $\frac{2}{8}, \frac{3}{8}, \frac{4}{8}. \frac{5}{8}, \frac{6}{8}$ or 1. One possible example is shown below:</p>

	<p><img alt=""6_f0262ad510c4d78ee0cbd4b5a5301915"" src=""https://s3.amazonaws.com/illustrativemathematics/images/000/002/696/large/6_f0262ad510c4d78ee0cbd4b5a5301915.jpg?1379456757"" /></p>
	</li>
	<li>
	<p>Answers may vary, but in the example line plot above, $\frac{3}{8}$, came up most frequently and 0, $\frac18$, $\frac68$, and $\frac78$ did not come up. Fifth grade students are not expected to work on concepts of probability. The purpose of this question is to prime students to think about which answers cannot come up at all rather than to explain why some possible sums are more likely than others.</p>
	</li>
	<li>
	<p>The values that cannot come up are 0, $\frac{1}{8}$ and $\frac{7}{8}$ because none of the combinations of the cards will sum to these values, as we saw above.</p>

	<p>Students might also note that 0 and $\frac{1}{8}$ are both less than or equal to one of the addends. Since 5th graders have not yet worked with negative numbers, they could not start with $\frac{1}{8}$ and add a non-zero value and end with a sum less than or equal to $\frac{1}{8}$ (and none of the cards have negative numbers).</p>

	<p>There are 3 possibilities for new cards, $\frac34$, $\frac58$, or $\frac38$:</p>

	<div>$$ \begin{align} \frac18+\frac34 &amp;=\frac78\\ \frac14+\frac58 &amp;=\frac78\\ \frac12+\frac38 &amp;=\frac78\\ \end{align} $$</div>
	Students should be able to show how they found the sums above.</li>
</ol>
</div>
",http://s3.amazonaws.com/illustrativemathematics/attachments/000/009/342/original/public_task_1563.pdf?1462396273,"Provided by Illustrative Mathematics","<p>Grade 5 students grow in their skill and understanding of fraction arithmetic, including multiplying a fraction by a fraction, dividing a unit fraction by a whole number or a whole number by a unit fraction, and adding and subtracting fractions with unlike denominators. Students can use these skills to solve problems, including problems that arise from analyzing line plots. For example, given five graduated cylinders with different measures of liquid in each, students might find the amount of liquid each cylinder would contain if the total amount in all the cylinders were redistributed equally. (Students in Grade 6 will view the answer to this question as the mean value for the data set in questions.)</p>

<p>Please reference page 11&nbsp;in the Progression document.</p>
",,,"Smarter Balanced Assessment Item Illustrating 5.MD.B.2",http://achievethecore.org/content/upload/5.MD.B.2_SBAC.pdf,,,,,,,,,,,0,1,1,0,0,0,0,0,0,,
5.MD.C.3,"<p>Recognize volume as an attribute of solid figures and understand concepts of volume measurement.</p>
",,,,"<p>&ldquo;Packing&rdquo; volume is more difficult than iterating a unit to measure length and measuring area by tiling. Students learn about a unit of volume, such as a cube with a side length of 1 unit, called a unit cube. They pack cubes (without gaps) into right rectangular prisms and count the cubes to determine the volume or build right rectangular prisms from cubes and see the layers as they build (5.MD.C.4).</p>

<p>Please reference page 27&nbsp;in the Progression document</p>
","Volume Units;Box of Clay",https://achievethecore.org/content/upload/Gr%205.P.1%20Volume%20Units_Final.pdf;http://achievethecore.org/page/617/box-of-clay-detail-pg,"PARCC Assessment Item Illustrating 5.MD.C.3",https://achievethecore.org/content/upload/5.MD.C.3_PARCC.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Volume Units;Box of Clay",https://achievethecore.org/content/upload/Gr%205.P.1%20Volume%20Units_Final.pdf;http://achievethecore.org/page/617/box-of-clay-detail-pg
5.MD.C.3.a,"A cube with side length 1 unit, called a “unit cube,” is said to have “one cubic unit” of volume, and can be used to measure volume.",,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
5.MD.C.3.b,"A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.",,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,
5.MD.C.4,"<p>Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.</p>
",,,,"<p>&ldquo;Packing&rdquo; volume is more difficult than iterating a unit to measure length and measuring area by tiling. Students learn about a unit of volume, such as a cube with a side length of 1 unit, called a unit cube (5.MD.C.3). They pack cubes (without gaps) into right rectangular prisms and count the cubes to determine the volume or build right rectangular prisms from cubes and see the layers as they build.</p>

<p>Please reference page 26&nbsp;in the Progression document</p>
","Box of Clay",http://achievethecore.org/page/617/box-of-clay-detail-pg,"Smarter Balanced Assessment Item Illustrating 5.MD.C.4",https://achievethecore.org/content/upload/SBAC_5.MD.C.4.pdf,,,,,,,,,,,0,1,0,0,0,0,0,0,0,"Box of Clay",http://achievethecore.org/page/617/box-of-clay-detail-pg
